Program,Year,State,Data Item,Value
SURVEY,1986,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,1986,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",28
SURVEY,1986,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",30
SURVEY,1986,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",28
SURVEY,1986,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",25
SURVEY,1986,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",24
SURVEY,1986,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",32
SURVEY,1986,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",27
SURVEY,1986,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",25
SURVEY,1986,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",26
SURVEY,1986,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",23
SURVEY,1986,MISSOURI,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",26
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",17
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2022,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",15
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",15
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",15
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",17
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",20
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",22
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",24
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",20
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",17
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",18
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",15
SURVEY,2021,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",17
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2020,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",2
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",2
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2019,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",28
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",26
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",27
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",27
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",27
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",27
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",28
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",25
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",23
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",19
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",20
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",19
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",20
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",22
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",23
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",20
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",22
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",27
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",26
SURVEY,2018,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",25
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",15
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",15
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",15
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",15
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",15
SURVEY,2017,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",15
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",5
SURVEY,2016,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",19
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",22
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",20
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",6
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2015,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",17
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",19
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",20
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",20
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",23
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",22
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",22
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",20
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",22
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",22
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",23
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",23
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",24
SURVEY,2014,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",24
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",22
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",19
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",25
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",30
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",30
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",31
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",29
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",29
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",33
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",35
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",37
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",35
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",33
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",30
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",31
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",32
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",28
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",35
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",36
SURVEY,2013,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",36
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",19
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",18
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",2
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",2
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",0
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2012,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",1
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",3
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",4
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",9
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",7
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",8
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",11
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",10
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2011,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",12
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",13
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",15
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",15
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",18
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",17
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",15
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",14
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",15
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",16
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",18
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",19
SURVEY,2010,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",17
SURVEY,2009,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",19
SURVEY,2009,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",19
SURVEY,2009,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",23
SURVEY,2009,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",22
SURVEY,2009,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",25
SURVEY,2009,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",24
SURVEY,2009,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",21
SURVEY,2009,OHIO,"CORN - CONDITION, MEASURED IN PCT EXCELLENT",20
