Program,Year,Period,State,State ANSI,Data Item,Value
SURVEY,2018,WEEK #36,WISCONSIN,55,EXCELLENT,32
SURVEY,2018,WEEK #36,WISCONSIN,55,FAIR,16
SURVEY,2018,WEEK #36,WISCONSIN,55,GOOD,43
SURVEY,2018,WEEK #36,WISCONSIN,55,POOR,6
SURVEY,2018,WEEK #36,WISCONSIN,55,VERY POOR,3
SURVEY,2018,WEEK #37,KANSAS,20,EXCELLENT,8
SURVEY,2018,WEEK #37,KANSAS,20,FAIR,27
SURVEY,2018,WEEK #37,KANSAS,20,GOOD,39
SURVEY,2018,WEEK #37,KANSAS,20,POOR,16
SURVEY,2018,WEEK #37,KANSAS,20,VERY POOR,10
SURVEY,2018,WEEK #37,MISSOURI,29,EXCELLENT,5
SURVEY,2018,WEEK #37,MISSOURI,29,FAIR,30
SURVEY,2018,WEEK #37,MISSOURI,29,GOOD,24
SURVEY,2018,WEEK #37,MISSOURI,29,POOR,21
SURVEY,2018,WEEK #37,MISSOURI,29,VERY POOR,20
SURVEY,2018,WEEK #37,OHIO,39,EXCELLENT,21
SURVEY,2018,WEEK #37,OHIO,39,FAIR,17
SURVEY,2018,WEEK #37,OHIO,39,GOOD,58
SURVEY,2018,WEEK #37,OHIO,39,POOR,3
SURVEY,2018,WEEK #37,OHIO,39,VERY POOR,1
SURVEY,2018,WEEK #37,VIRGINIA,51,EXCELLENT,6
SURVEY,2018,WEEK #37,VIRGINIA,51,FAIR,24
SURVEY,2018,WEEK #37,VIRGINIA,51,GOOD,62
SURVEY,2018,WEEK #37,VIRGINIA,51,POOR,7
SURVEY,2018,WEEK #37,VIRGINIA,51,VERY POOR,1
SURVEY,2018,WEEK #37,WISCONSIN,55,EXCELLENT,32
SURVEY,2018,WEEK #37,WISCONSIN,55,FAIR,17
SURVEY,2018,WEEK #37,WISCONSIN,55,GOOD,42
SURVEY,2018,WEEK #37,WISCONSIN,55,POOR,6
SURVEY,2018,WEEK #37,WISCONSIN,55,VERY POOR,3
SURVEY,2018,WEEK #38,KANSAS,20,EXCELLENT,7
SURVEY,2018,WEEK #38,KANSAS,20,FAIR,27
SURVEY,2018,WEEK #38,KANSAS,20,GOOD,40
SURVEY,2018,WEEK #38,KANSAS,20,POOR,16
SURVEY,2018,WEEK #38,KANSAS,20,VERY POOR,10
SURVEY,2018,WEEK #38,MISSOURI,29,EXCELLENT,7
SURVEY,2018,WEEK #38,MISSOURI,29,FAIR,30
SURVEY,2018,WEEK #38,MISSOURI,29,GOOD,24
SURVEY,2018,WEEK #38,MISSOURI,29,POOR,20
SURVEY,2018,WEEK #38,MISSOURI,29,VERY POOR,19
SURVEY,2018,WEEK #38,OHIO,39,EXCELLENT,20
SURVEY,2018,WEEK #38,OHIO,39,FAIR,16
SURVEY,2018,WEEK #38,OHIO,39,GOOD,60
SURVEY,2018,WEEK #38,OHIO,39,POOR,3
SURVEY,2018,WEEK #38,OHIO,39,VERY POOR,1
SURVEY,2018,WEEK #38,WISCONSIN,55,EXCELLENT,28
SURVEY,2018,WEEK #38,WISCONSIN,55,FAIR,17
SURVEY,2018,WEEK #38,WISCONSIN,55,GOOD,45
SURVEY,2018,WEEK #38,WISCONSIN,55,POOR,7
SURVEY,2018,WEEK #38,WISCONSIN,55,VERY POOR,3
SURVEY,2018,WEEK #39,KANSAS,20,EXCELLENT,8
SURVEY,2018,WEEK #39,KANSAS,20,FAIR,28
SURVEY,2018,WEEK #39,KANSAS,20,GOOD,39
SURVEY,2018,WEEK #39,KANSAS,20,POOR,16
SURVEY,2018,WEEK #39,KANSAS,20,VERY POOR,9
SURVEY,2018,WEEK #39,MISSOURI,29,EXCELLENT,5
SURVEY,2018,WEEK #39,MISSOURI,29,FAIR,32
SURVEY,2018,WEEK #39,MISSOURI,29,GOOD,23
SURVEY,2018,WEEK #39,MISSOURI,29,POOR,21
SURVEY,2018,WEEK #39,MISSOURI,29,VERY POOR,19
SURVEY,2018,WEEK #39,OHIO,39,EXCELLENT,22
SURVEY,2018,WEEK #39,OHIO,39,FAIR,15
SURVEY,2018,WEEK #39,OHIO,39,GOOD,59
SURVEY,2018,WEEK #39,OHIO,39,POOR,3
SURVEY,2018,WEEK #39,OHIO,39,VERY POOR,1
SURVEY,2018,WEEK #39,WISCONSIN,55,EXCELLENT,30
SURVEY,2018,WEEK #39,WISCONSIN,55,FAIR,17
SURVEY,2018,WEEK #39,WISCONSIN,55,GOOD,42
SURVEY,2018,WEEK #39,WISCONSIN,55,POOR,8
SURVEY,2018,WEEK #39,WISCONSIN,55,VERY POOR,3
SURVEY,2018,WEEK #40,KANSAS,20,EXCELLENT,8
SURVEY,2018,WEEK #40,KANSAS,20,FAIR,28
SURVEY,2018,WEEK #40,KANSAS,20,GOOD,39
SURVEY,2018,WEEK #40,KANSAS,20,POOR,16
SURVEY,2018,WEEK #40,KANSAS,20,VERY POOR,9
SURVEY,2018,WEEK #40,MISSOURI,29,EXCELLENT,5
SURVEY,2018,WEEK #40,MISSOURI,29,FAIR,32
SURVEY,2018,WEEK #40,MISSOURI,29,GOOD,23
SURVEY,2018,WEEK #40,MISSOURI,29,POOR,21
SURVEY,2018,WEEK #40,MISSOURI,29,VERY POOR,19
SURVEY,2018,WEEK #40,OHIO,39,EXCELLENT,27
SURVEY,2018,WEEK #40,OHIO,39,FAIR,13
SURVEY,2018,WEEK #40,OHIO,39,GOOD,56
SURVEY,2018,WEEK #40,OHIO,39,POOR,3
SURVEY,2018,WEEK #40,OHIO,39,VERY POOR,1
SURVEY,2018,WEEK #40,WISCONSIN,55,EXCELLENT,29
SURVEY,2018,WEEK #40,WISCONSIN,55,FAIR,17
SURVEY,2018,WEEK #40,WISCONSIN,55,GOOD,42
SURVEY,2018,WEEK #40,WISCONSIN,55,POOR,8
SURVEY,2018,WEEK #40,WISCONSIN,55,VERY POOR,4
SURVEY,2018,WEEK #41,KANSAS,20,EXCELLENT,8
SURVEY,2018,WEEK #41,KANSAS,20,FAIR,28
SURVEY,2018,WEEK #41,KANSAS,20,GOOD,39
SURVEY,2018,WEEK #41,KANSAS,20,POOR,16
SURVEY,2018,WEEK #41,KANSAS,20,VERY POOR,9
SURVEY,2018,WEEK #41,MISSOURI,29,EXCELLENT,5
SURVEY,2018,WEEK #41,MISSOURI,29,FAIR,32
SURVEY,2018,WEEK #41,MISSOURI,29,GOOD,23
SURVEY,2018,WEEK #41,MISSOURI,29,POOR,21
SURVEY,2018,WEEK #41,MISSOURI,29,VERY POOR,19
SURVEY,2018,WEEK #41,OHIO,39,EXCELLENT,26
SURVEY,2018,WEEK #41,OHIO,39,FAIR,14
SURVEY,2018,WEEK #41,OHIO,39,GOOD,56
SURVEY,2018,WEEK #41,OHIO,39,POOR,3
SURVEY,2018,WEEK #41,OHIO,39,VERY POOR,1
SURVEY,2018,WEEK #41,WISCONSIN,55,EXCELLENT,27
SURVEY,2018,WEEK #41,WISCONSIN,55,FAIR,18
SURVEY,2018,WEEK #41,WISCONSIN,55,GOOD,42
SURVEY,2018,WEEK #41,WISCONSIN,55,POOR,9
SURVEY,2018,WEEK #41,WISCONSIN,55,VERY POOR,4
SURVEY,2018,WEEK #42,KANSAS,20,EXCELLENT,8
SURVEY,2018,WEEK #42,KANSAS,20,FAIR,28
SURVEY,2018,WEEK #42,KANSAS,20,GOOD,39
SURVEY,2018,WEEK #42,KANSAS,20,POOR,16
SURVEY,2018,WEEK #42,KANSAS,20,VERY POOR,9
SURVEY,2018,WEEK #42,MISSOURI,29,EXCELLENT,5
SURVEY,2018,WEEK #42,MISSOURI,29,FAIR,32
SURVEY,2018,WEEK #42,MISSOURI,29,GOOD,23
SURVEY,2018,WEEK #42,MISSOURI,29,POOR,21
SURVEY,2018,WEEK #42,MISSOURI,29,VERY POOR,19
SURVEY,2018,WEEK #42,OHIO,39,EXCELLENT,25
SURVEY,2018,WEEK #42,OHIO,39,FAIR,14
SURVEY,2018,WEEK #42,OHIO,39,GOOD,58
SURVEY,2018,WEEK #42,OHIO,39,POOR,2
SURVEY,2018,WEEK #42,OHIO,39,VERY POOR,1
SURVEY,2018,WEEK #42,WISCONSIN,55,EXCELLENT,27
SURVEY,2018,WEEK #42,WISCONSIN,55,FAIR,17
SURVEY,2018,WEEK #42,WISCONSIN,55,GOOD,43
SURVEY,2018,WEEK #42,WISCONSIN,55,POOR,9
SURVEY,2018,WEEK #42,WISCONSIN,55,VERY POOR,4
SURVEY,2018,WEEK #43,WISCONSIN,55,EXCELLENT,27
SURVEY,2018,WEEK #43,WISCONSIN,55,FAIR,19
SURVEY,2018,WEEK #43,WISCONSIN,55,GOOD,41
SURVEY,2018,WEEK #43,WISCONSIN,55,POOR,9
SURVEY,2018,WEEK #43,WISCONSIN,55,VERY POOR,4
SURVEY,2017,WEEK #18,MISSOURI,29,EXCELLENT,2
SURVEY,2017,WEEK #18,MISSOURI,29,FAIR,45
SURVEY,2017,WEEK #18,MISSOURI,29,GOOD,37
SURVEY,2017,WEEK #18,MISSOURI,29,POOR,12
SURVEY,2017,WEEK #18,MISSOURI,29,VERY POOR,4
SURVEY,2017,WEEK #18,VIRGINIA,51,EXCELLENT,10
SURVEY,2017,WEEK #18,VIRGINIA,51,FAIR,5
SURVEY,2017,WEEK #18,VIRGINIA,51,GOOD,85
SURVEY,2017,WEEK #18,VIRGINIA,51,POOR,0
SURVEY,2017,WEEK #18,VIRGINIA,51,VERY POOR,0
SURVEY,2017,WEEK #19,MISSOURI,29,EXCELLENT,4
SURVEY,2017,WEEK #19,MISSOURI,29,FAIR,38
SURVEY,2017,WEEK #19,MISSOURI,29,GOOD,45
SURVEY,2017,WEEK #19,MISSOURI,29,POOR,9
SURVEY,2017,WEEK #19,MISSOURI,29,VERY POOR,4
SURVEY,2017,WEEK #19,VIRGINIA,51,EXCELLENT,5
SURVEY,2017,WEEK #19,VIRGINIA,51,FAIR,12
SURVEY,2017,WEEK #19,VIRGINIA,51,GOOD,80
SURVEY,2017,WEEK #19,VIRGINIA,51,POOR,3
SURVEY,2017,WEEK #19,VIRGINIA,51,VERY POOR,0
SURVEY,2017,WEEK #20,MISSOURI,29,EXCELLENT,8
SURVEY,2017,WEEK #20,MISSOURI,29,FAIR,37
SURVEY,2017,WEEK #20,MISSOURI,29,GOOD,44
SURVEY,2017,WEEK #20,MISSOURI,29,POOR,8
SURVEY,2017,WEEK #20,MISSOURI,29,VERY POOR,3
SURVEY,2017,WEEK #20,VIRGINIA,51,EXCELLENT,6
SURVEY,2017,WEEK #20,VIRGINIA,51,FAIR,29
SURVEY,2017,WEEK #20,VIRGINIA,51,GOOD,59
SURVEY,2017,WEEK #20,VIRGINIA,51,POOR,6
SURVEY,2017,WEEK #20,VIRGINIA,51,VERY POOR,0
SURVEY,2017,WEEK #21,KANSAS,20,EXCELLENT,3
SURVEY,2017,WEEK #21,KANSAS,20,FAIR,35
SURVEY,2017,WEEK #21,KANSAS,20,GOOD,52
SURVEY,2017,WEEK #21,KANSAS,20,POOR,8
SURVEY,2017,WEEK #21,KANSAS,20,VERY POOR,2
SURVEY,2017,WEEK #21,MISSOURI,29,EXCELLENT,6
SURVEY,2017,WEEK #21,MISSOURI,29,FAIR,38
SURVEY,2017,WEEK #21,MISSOURI,29,GOOD,47
SURVEY,2017,WEEK #21,MISSOURI,29,POOR,7
SURVEY,2017,WEEK #21,MISSOURI,29,VERY POOR,2
SURVEY,2017,WEEK #21,OHIO,39,EXCELLENT,6
SURVEY,2017,WEEK #21,OHIO,39,FAIR,39
SURVEY,2017,WEEK #21,OHIO,39,GOOD,43
SURVEY,2017,WEEK #21,OHIO,39,POOR,10
SURVEY,2017,WEEK #21,OHIO,39,VERY POOR,2
SURVEY,2017,WEEK #21,VIRGINIA,51,EXCELLENT,11
SURVEY,2017,WEEK #21,VIRGINIA,51,FAIR,24
SURVEY,2017,WEEK #21,VIRGINIA,51,GOOD,60
SURVEY,2017,WEEK #21,VIRGINIA,51,POOR,5
SURVEY,2017,WEEK #21,VIRGINIA,51,VERY POOR,0
SURVEY,2017,WEEK #21,WISCONSIN,55,EXCELLENT,7
SURVEY,2017,WEEK #21,WISCONSIN,55,FAIR,30
SURVEY,2017,WEEK #21,WISCONSIN,55,GOOD,54
SURVEY,2017,WEEK #21,WISCONSIN,55,POOR,7
SURVEY,2017,WEEK #21,WISCONSIN,55,VERY POOR,2
SURVEY,2017,WEEK #22,KANSAS,20,EXCELLENT,5
SURVEY,2017,WEEK #22,KANSAS,20,FAIR,30
SURVEY,2017,WEEK #22,KANSAS,20,GOOD,56
SURVEY,2017,WEEK #22,KANSAS,20,POOR,7
SURVEY,2017,WEEK #22,KANSAS,20,VERY POOR,2
SURVEY,2017,WEEK #22,MISSOURI,29,EXCELLENT,8
SURVEY,2017,WEEK #22,MISSOURI,29,FAIR,34
SURVEY,2017,WEEK #22,MISSOURI,29,GOOD,51
SURVEY,2017,WEEK #22,MISSOURI,29,POOR,6
SURVEY,2017,WEEK #22,MISSOURI,29,VERY POOR,1
SURVEY,2017,WEEK #22,OHIO,39,EXCELLENT,8
SURVEY,2017,WEEK #22,OHIO,39,FAIR,41
SURVEY,2017,WEEK #22,OHIO,39,GOOD,41
SURVEY,2017,WEEK #22,OHIO,39,POOR,8
SURVEY,2017,WEEK #22,OHIO,39,VERY POOR,2
SURVEY,2017,WEEK #22,VIRGINIA,51,EXCELLENT,14
SURVEY,2017,WEEK #22,VIRGINIA,51,FAIR,17
SURVEY,2017,WEEK #22,VIRGINIA,51,GOOD,65
SURVEY,2017,WEEK #22,VIRGINIA,51,POOR,4
SURVEY,2017,WEEK #22,VIRGINIA,51,VERY POOR,0
SURVEY,2017,WEEK #22,WISCONSIN,55,EXCELLENT,12
SURVEY,2017,WEEK #22,WISCONSIN,55,FAIR,25
SURVEY,2017,WEEK #22,WISCONSIN,55,GOOD,56
SURVEY,2017,WEEK #22,WISCONSIN,55,POOR,6
SURVEY,2017,WEEK #22,WISCONSIN,55,VERY POOR,1
SURVEY,2017,WEEK #23,KANSAS,20,EXCELLENT,8
SURVEY,2017,WEEK #23,KANSAS,20,FAIR,28
SURVEY,2017,WEEK #23,KANSAS,20,GOOD,57
SURVEY,2017,WEEK #23,KANSAS,20,POOR,5
SURVEY,2017,WEEK #23,KANSAS,20,VERY POOR,2
SURVEY,2017,WEEK #23,MISSOURI,29,EXCELLENT,9
SURVEY,2017,WEEK #23,MISSOURI,29,FAIR,32
SURVEY,2017,WEEK #23,MISSOURI,29,GOOD,50
SURVEY,2017,WEEK #23,MISSOURI,29,POOR,7
SURVEY,2017,WEEK #23,MISSOURI,29,VERY POOR,2
SURVEY,2017,WEEK #23,OHIO,39,EXCELLENT,7
SURVEY,2017,WEEK #23,OHIO,39,FAIR,41
SURVEY,2017,WEEK #23,OHIO,39,GOOD,43
SURVEY,2017,WEEK #23,OHIO,39,POOR,7
SURVEY,2017,WEEK #23,OHIO,39,VERY POOR,2
SURVEY,2017,WEEK #23,VIRGINIA,51,EXCELLENT,11
SURVEY,2017,WEEK #23,VIRGINIA,51,FAIR,22
SURVEY,2017,WEEK #23,VIRGINIA,51,GOOD,62
SURVEY,2017,WEEK #23,VIRGINIA,51,POOR,5
SURVEY,2017,WEEK #23,VIRGINIA,51,VERY POOR,0
SURVEY,2017,WEEK #23,WISCONSIN,55,EXCELLENT,12
SURVEY,2017,WEEK #23,WISCONSIN,55,FAIR,24
SURVEY,2017,WEEK #23,WISCONSIN,55,GOOD,58
SURVEY,2017,WEEK #23,WISCONSIN,55,POOR,5
SURVEY,2017,WEEK #23,WISCONSIN,55,VERY POOR,1
SURVEY,2017,WEEK #24,KANSAS,20,EXCELLENT,9
SURVEY,2017,WEEK #24,KANSAS,20,FAIR,32
SURVEY,2017,WEEK #24,KANSAS,20,GOOD,52
SURVEY,2017,WEEK #24,KANSAS,20,POOR,6
SURVEY,2017,WEEK #24,KANSAS,20,VERY POOR,1
SURVEY,2017,WEEK #24,MISSOURI,29,EXCELLENT,9
SURVEY,2017,WEEK #24,MISSOURI,29,FAIR,30
SURVEY,2017,WEEK #24,MISSOURI,29,GOOD,54
SURVEY,2017,WEEK #24,MISSOURI,29,POOR,6
SURVEY,2017,WEEK #24,MISSOURI,29,VERY POOR,1
SURVEY,2017,WEEK #24,OHIO,39,EXCELLENT,10
SURVEY,2017,WEEK #24,OHIO,39,FAIR,41
SURVEY,2017,WEEK #24,OHIO,39,GOOD,42
SURVEY,2017,WEEK #24,OHIO,39,POOR,5
SURVEY,2017,WEEK #24,OHIO,39,VERY POOR,2
SURVEY,2017,WEEK #24,VIRGINIA,51,EXCELLENT,8
SURVEY,2017,WEEK #24,VIRGINIA,51,FAIR,28
SURVEY,2017,WEEK #24,VIRGINIA,51,GOOD,60
SURVEY,2017,WEEK #24,VIRGINIA,51,POOR,3
SURVEY,2017,WEEK #24,VIRGINIA,51,VERY POOR,1
SURVEY,2017,WEEK #24,WISCONSIN,55,EXCELLENT,17
SURVEY,2017,WEEK #24,WISCONSIN,55,FAIR,23
SURVEY,2017,WEEK #24,WISCONSIN,55,GOOD,54
SURVEY,2017,WEEK #24,WISCONSIN,55,POOR,5
SURVEY,2017,WEEK #24,WISCONSIN,55,VERY POOR,1
SURVEY,2017,WEEK #25,KANSAS,20,EXCELLENT,11
SURVEY,2017,WEEK #25,KANSAS,20,FAIR,32
SURVEY,2017,WEEK #25,KANSAS,20,GOOD,50
SURVEY,2017,WEEK #25,KANSAS,20,POOR,6
SURVEY,2017,WEEK #25,KANSAS,20,VERY POOR,1
SURVEY,2017,WEEK #25,MISSOURI,29,EXCELLENT,9
SURVEY,2017,WEEK #25,MISSOURI,29,FAIR,28
SURVEY,2017,WEEK #25,MISSOURI,29,GOOD,57
SURVEY,2017,WEEK #25,MISSOURI,29,POOR,5
SURVEY,2017,WEEK #25,MISSOURI,29,VERY POOR,1
SURVEY,2017,WEEK #25,OHIO,39,EXCELLENT,12
SURVEY,2017,WEEK #25,OHIO,39,FAIR,34
SURVEY,2017,WEEK #25,OHIO,39,GOOD,46
SURVEY,2017,WEEK #25,OHIO,39,POOR,7
SURVEY,2017,WEEK #25,OHIO,39,VERY POOR,1
SURVEY,2017,WEEK #25,VIRGINIA,51,EXCELLENT,12
SURVEY,2017,WEEK #25,VIRGINIA,51,FAIR,21
SURVEY,2017,WEEK #25,VIRGINIA,51,GOOD,65
SURVEY,2017,WEEK #25,VIRGINIA,51,POOR,2
SURVEY,2017,WEEK #25,VIRGINIA,51,VERY POOR,0
SURVEY,2017,WEEK #25,WISCONSIN,55,EXCELLENT,19
SURVEY,2017,WEEK #25,WISCONSIN,55,FAIR,24
SURVEY,2017,WEEK #25,WISCONSIN,55,GOOD,50
SURVEY,2017,WEEK #25,WISCONSIN,55,POOR,5
SURVEY,2017,WEEK #25,WISCONSIN,55,VERY POOR,2
SURVEY,2017,WEEK #26,KANSAS,20,EXCELLENT,11
SURVEY,2017,WEEK #26,KANSAS,20,FAIR,30
SURVEY,2017,WEEK #26,KANSAS,20,GOOD,52
SURVEY,2017,WEEK #26,KANSAS,20,POOR,6
SURVEY,2017,WEEK #26,KANSAS,20,VERY POOR,1
SURVEY,2017,WEEK #26,MISSOURI,29,EXCELLENT,11
SURVEY,2017,WEEK #26,MISSOURI,29,FAIR,26
SURVEY,2017,WEEK #26,MISSOURI,29,GOOD,56
SURVEY,2017,WEEK #26,MISSOURI,29,POOR,5
SURVEY,2017,WEEK #26,MISSOURI,29,VERY POOR,2
SURVEY,2017,WEEK #26,OHIO,39,EXCELLENT,13
SURVEY,2017,WEEK #26,OHIO,39,FAIR,35
SURVEY,2017,WEEK #26,OHIO,39,GOOD,43
SURVEY,2017,WEEK #26,OHIO,39,POOR,7
SURVEY,2017,WEEK #26,OHIO,39,VERY POOR,2
SURVEY,2017,WEEK #26,VIRGINIA,51,EXCELLENT,9
SURVEY,2017,WEEK #26,VIRGINIA,51,FAIR,23
SURVEY,2017,WEEK #26,VIRGINIA,51,GOOD,61
SURVEY,2017,WEEK #26,VIRGINIA,51,POOR,5
SURVEY,2017,WEEK #26,VIRGINIA,51,VERY POOR,2
SURVEY,2017,WEEK #26,WISCONSIN,55,EXCELLENT,18
SURVEY,2017,WEEK #26,WISCONSIN,55,FAIR,21
SURVEY,2017,WEEK #26,WISCONSIN,55,GOOD,53
SURVEY,2017,WEEK #26,WISCONSIN,55,POOR,6
SURVEY,2017,WEEK #26,WISCONSIN,55,VERY POOR,2
SURVEY,2017,WEEK #27,KANSAS,20,EXCELLENT,10
SURVEY,2017,WEEK #27,KANSAS,20,FAIR,31
SURVEY,2017,WEEK #27,KANSAS,20,GOOD,51
SURVEY,2017,WEEK #27,KANSAS,20,POOR,7
SURVEY,2017,WEEK #27,KANSAS,20,VERY POOR,1
SURVEY,2017,WEEK #27,MISSOURI,29,EXCELLENT,12
SURVEY,2017,WEEK #27,MISSOURI,29,FAIR,25
SURVEY,2017,WEEK #27,MISSOURI,29,GOOD,56
SURVEY,2017,WEEK #27,MISSOURI,29,POOR,5
SURVEY,2017,WEEK #27,MISSOURI,29,VERY POOR,2
SURVEY,2017,WEEK #27,OHIO,39,EXCELLENT,10
SURVEY,2017,WEEK #27,OHIO,39,FAIR,37
SURVEY,2017,WEEK #27,OHIO,39,GOOD,43
SURVEY,2017,WEEK #27,OHIO,39,POOR,8
SURVEY,2017,WEEK #27,OHIO,39,VERY POOR,2
SURVEY,2017,WEEK #27,VIRGINIA,51,EXCELLENT,10
SURVEY,2017,WEEK #27,VIRGINIA,51,FAIR,23
SURVEY,2017,WEEK #27,VIRGINIA,51,GOOD,58
SURVEY,2017,WEEK #27,VIRGINIA,51,POOR,6
SURVEY,2017,WEEK #27,VIRGINIA,51,VERY POOR,3
SURVEY,2017,WEEK #27,WISCONSIN,55,EXCELLENT,18
SURVEY,2017,WEEK #27,WISCONSIN,55,FAIR,22
SURVEY,2017,WEEK #27,WISCONSIN,55,GOOD,51
SURVEY,2017,WEEK #27,WISCONSIN,55,POOR,7
SURVEY,2017,WEEK #27,WISCONSIN,55,VERY POOR,2
SURVEY,2017,WEEK #28,KANSAS,20,EXCELLENT,11
SURVEY,2017,WEEK #28,KANSAS,20,FAIR,31
SURVEY,2017,WEEK #28,KANSAS,20,GOOD,48
SURVEY,2017,WEEK #28,KANSAS,20,POOR,8
SURVEY,2017,WEEK #28,KANSAS,20,VERY POOR,2
SURVEY,2017,WEEK #28,MISSOURI,29,EXCELLENT,11
SURVEY,2017,WEEK #28,MISSOURI,29,FAIR,25
SURVEY,2017,WEEK #28,MISSOURI,29,GOOD,58
SURVEY,2017,WEEK #28,MISSOURI,29,POOR,5
SURVEY,2017,WEEK #28,MISSOURI,29,VERY POOR,1
SURVEY,2017,WEEK #28,OHIO,39,EXCELLENT,12
SURVEY,2017,WEEK #28,OHIO,39,FAIR,37
SURVEY,2017,WEEK #28,OHIO,39,GOOD,42
SURVEY,2017,WEEK #28,OHIO,39,POOR,7
SURVEY,2017,WEEK #28,OHIO,39,VERY POOR,2
SURVEY,2017,WEEK #28,VIRGINIA,51,EXCELLENT,9
SURVEY,2017,WEEK #28,VIRGINIA,51,FAIR,27
SURVEY,2017,WEEK #28,VIRGINIA,51,GOOD,54
SURVEY,2017,WEEK #28,VIRGINIA,51,POOR,7
SURVEY,2017,WEEK #28,VIRGINIA,51,VERY POOR,3
SURVEY,2017,WEEK #28,WISCONSIN,55,EXCELLENT,19
SURVEY,2017,WEEK #28,WISCONSIN,55,FAIR,23
SURVEY,2017,WEEK #28,WISCONSIN,55,GOOD,47
SURVEY,2017,WEEK #28,WISCONSIN,55,POOR,8
SURVEY,2017,WEEK #28,WISCONSIN,55,VERY POOR,3
SURVEY,2017,WEEK #29,KANSAS,20,EXCELLENT,11
SURVEY,2017,WEEK #29,KANSAS,20,FAIR,31
SURVEY,2017,WEEK #29,KANSAS,20,GOOD,49
SURVEY,2017,WEEK #29,KANSAS,20,POOR,6
SURVEY,2017,WEEK #29,KANSAS,20,VERY POOR,3
SURVEY,2017,WEEK #29,MISSOURI,29,EXCELLENT,11
SURVEY,2017,WEEK #29,MISSOURI,29,FAIR,28
SURVEY,2017,WEEK #29,MISSOURI,29,GOOD,52
SURVEY,2017,WEEK #29,MISSOURI,29,POOR,7
SURVEY,2017,WEEK #29,MISSOURI,29,VERY POOR,2
SURVEY,2017,WEEK #29,OHIO,39,EXCELLENT,14
SURVEY,2017,WEEK #29,OHIO,39,FAIR,34
SURVEY,2017,WEEK #29,OHIO,39,GOOD,42
SURVEY,2017,WEEK #29,OHIO,39,POOR,8
SURVEY,2017,WEEK #29,OHIO,39,VERY POOR,2
SURVEY,2017,WEEK #29,VIRGINIA,51,EXCELLENT,4
SURVEY,2017,WEEK #29,VIRGINIA,51,FAIR,29
SURVEY,2017,WEEK #29,VIRGINIA,51,GOOD,45
SURVEY,2017,WEEK #29,VIRGINIA,51,POOR,15
SURVEY,2017,WEEK #29,VIRGINIA,51,VERY POOR,7
SURVEY,2017,WEEK #29,WISCONSIN,55,EXCELLENT,21
SURVEY,2017,WEEK #29,WISCONSIN,55,FAIR,21
SURVEY,2017,WEEK #29,WISCONSIN,55,GOOD,49
SURVEY,2017,WEEK #29,WISCONSIN,55,POOR,7
SURVEY,2017,WEEK #29,WISCONSIN,55,VERY POOR,2
SURVEY,2017,WEEK #30,KANSAS,20,EXCELLENT,9
SURVEY,2017,WEEK #30,KANSAS,20,FAIR,31
SURVEY,2017,WEEK #30,KANSAS,20,GOOD,47
SURVEY,2017,WEEK #30,KANSAS,20,POOR,10
SURVEY,2017,WEEK #30,KANSAS,20,VERY POOR,3
SURVEY,2017,WEEK #30,MISSOURI,29,EXCELLENT,12
SURVEY,2017,WEEK #30,MISSOURI,29,FAIR,30
SURVEY,2017,WEEK #30,MISSOURI,29,GOOD,49
SURVEY,2017,WEEK #30,MISSOURI,29,POOR,7
SURVEY,2017,WEEK #30,MISSOURI,29,VERY POOR,2
SURVEY,2017,WEEK #30,OHIO,39,EXCELLENT,14
SURVEY,2017,WEEK #30,OHIO,39,FAIR,33
SURVEY,2017,WEEK #30,OHIO,39,GOOD,43
SURVEY,2017,WEEK #30,OHIO,39,POOR,8
SURVEY,2017,WEEK #30,OHIO,39,VERY POOR,2
SURVEY,2017,WEEK #30,VIRGINIA,51,EXCELLENT,5
SURVEY,2017,WEEK #30,VIRGINIA,51,FAIR,36
SURVEY,2017,WEEK #30,VIRGINIA,51,GOOD,35
SURVEY,2017,WEEK #30,VIRGINIA,51,POOR,16
SURVEY,2017,WEEK #30,VIRGINIA,51,VERY POOR,8
SURVEY,2017,WEEK #30,WISCONSIN,55,EXCELLENT,21
SURVEY,2017,WEEK #30,WISCONSIN,55,FAIR,22
SURVEY,2017,WEEK #30,WISCONSIN,55,GOOD,49
SURVEY,2017,WEEK #30,WISCONSIN,55,POOR,6
SURVEY,2017,WEEK #30,WISCONSIN,55,VERY POOR,2
SURVEY,2017,WEEK #31,KANSAS,20,EXCELLENT,10
SURVEY,2017,WEEK #31,KANSAS,20,FAIR,31
SURVEY,2017,WEEK #31,KANSAS,20,GOOD,44
SURVEY,2017,WEEK #31,KANSAS,20,POOR,11
SURVEY,2017,WEEK #31,KANSAS,20,VERY POOR,4
SURVEY,2017,WEEK #31,MISSOURI,29,EXCELLENT,12
SURVEY,2017,WEEK #31,MISSOURI,29,FAIR,29
SURVEY,2017,WEEK #31,MISSOURI,29,GOOD,51
SURVEY,2017,WEEK #31,MISSOURI,29,POOR,6
SURVEY,2017,WEEK #31,MISSOURI,29,VERY POOR,2
SURVEY,2017,WEEK #31,OHIO,39,EXCELLENT,12
SURVEY,2017,WEEK #31,OHIO,39,FAIR,35
SURVEY,2017,WEEK #31,OHIO,39,GOOD,45
